labels,preprocessed_docs
0,ku also dont msg repli msg
0,much r will pay
0,sorri call later
0,import prevent dehydr give enough fluid
0,that bit weird even suppos happen good idea sure pub
0,true deari sat pray even felt soso smsd time
0,think get away trek long famili town sorri
0,wanna gym harri
0,quit late lar ard anyway wun b drivin
1,review keep fantast nokia ngage game deck club nokia go wwwcnupdatescomnewslett unsubscrib alert repli word
1,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat orstoptxt tc
0,height confid aeronaut professor wer calld wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move saidif made student
0,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke
1,ampm cost p
0,save stress person dorm account send account detail money sent
0,also know lunch menu da know
0,stuff sell ill tell
1,urgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvari maxa
0,book lesson msg call work sth go get spec membership px
1,guarante cash prize claim yr prize call custom servic repres ampm
0,macha dont feel upseti assum mindsetbeliev one even wonder plan uslet life begin againcal anytim
0,oh send address
0,sfine anytim best
0,wondar full flim
0,ya even cooki jelli
0,world run stillmayb feel sameso itor admiti madthen correctionor let call lifeand keep run worldmay u r also runninglet run
0,got look scrumptiou daddi want eat night long
0,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
0,alright omw gotta chang order halfth
0,exactli anyway far jide studi visit
0,dunno u ask
1,email alertfrom jeri stewarts kbsubject lowcost prescripiton drvgsto listen email call
0,spring come earli yay
0,lol feel bad use money take steak dinner
0,even u dont get troubl convincingjust tel twice tel neglect msg dont c read itjust dont repli
0,leav qatar tonit search opportunityal went fastpl add ur prayer dearrakhesh
0,one talk
0,thank look realli appreci
1,hi custom loyalti offerth new nokia mobil txtauction txt word start get tctxt tc pmtmsg
0,wish
0,haha mayb ure rite u know well da feel like someon gd lor u faster go find one gal group attach liao
0,ye glad made
0,well littl time thing good time ahead
0,got room soon u put clock back til shout everyon get realis wahay anoth hour bed
0,ok may free gym
0,men like shorter ladi gaze eye
0,dunno ju say go lido time
0,promis take good care princess run pleas send pic get chanc ttyl
1,u subscrib best mobil content servic uk per day send stop helplin
0,reason spoken year anyway great week best exam
0,monday next week give full gist
1,realiz year thousand old ladi run around tattoo
1,import custom servic announc premier
0,dont gimm lip caveboy
0,get librari
0,reali sorryi recognis number confus r u pleas
0,didnt holla
0,cant think anyon spare room top head
0,faith make thing possiblehop make thing worklov make thing beautifulmay three christmasmerri christma
0,u made appoint
0,call youcarlo isar phone vibrat act might hear text
1,romant pari night flight book next year call tsc appli
0,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat
1,urgent ur guarante award still unclaim call closingd claimcod mm apmmorefrommobilebremovedmobypoboxlsyf
0,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor
0,wish famili merri x ma happi new year advanc
1,ur award citi break could win summer shop spree everi wk txt store skilgm tscswinawkag aperwksub
0,nt goin got somethin unless meetin dinner lor haha wonder go ti time
0,sorri call later
0,cant pick phone right pl send messag
0,lol know dramat school alreadi close tomorrow appar cannot drive inch snow suppos get
0,get anywher damn job hunt
0,lol u drunkard hair moment yeah still tonight wat plan
0,idc get weasel way shit twice row
0,wil minut got space
0,sleepingand surf
0,thank pick trash
0,go tell friend sure want live smoke much spend hour beg come smoke
0,hi kate love see tonight ill phone tomorrow got sing guy gave card xxx
0,happi new year dear brother realli miss got number decid send text wish happi abiola
0,mean get door
0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
0,hmmm thought said hour slave late punish
0,beerag
1,import custom servic announc premier call freephon
0,dont think turn like randomlli within min open
0,suppos could make still town though
0,time fix spell sometim get complet diff word go figur
1,ever thought live good life perfect partner txt back name age join mobil commun psm
1,free top polyphon tone call nation rate get toppoli tune sent everi week text subpoli per pole unsub
0,gud mrng dear hav nice day
0,hope enjoy game yesterday sorri touch pl know fondli bein thot great week abiola
0,e best ur drive tmr
0,ywhere u dogbreath sound like jan c thatao al
0,omg want scream weigh lost weight woohoo
0,gener one uncount noun u dictionari piec research
0,realli get hang around
1,orang custom may claim free camera phone upgrad loyalti call offer end thmarch tc appli optout availa
0,petey boy wherear friendsar thekingshead come canlov nic
0,ok msg u b leav hous
0,gimm minut ago
1,last chanc claim ur worth discount voucher today text shop savamob offer mobil cs savamob pobox muz sub
0,appt time fault u listen told u twice
1,free st week nokia tone ur mobil everi week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normpton
1,guarante award even cashto claim ur award call free stop getstop php rg jx
0,k
0,dled imp
0,sure make sure know smokin yet
0,boooo alway work quit
0,take half day leav bec well
0,ugh wanna get bed warm
0,ssnervou
0,ring come guy costum gift futur yowif hint hint
1,congratul ur award either cd gift voucher free entri weekli draw txt music tnc wwwldewcomwinppmxag
0,borrow ur bag ok
1,u outbid simonwatson shinco dvd plyr bid visit sm acsmsreward end bid notif repli end
0,boytoy miss happen
0,lot use one babe model help youi bring match
0,also bring galileo dobbi
0,respond
0,boo babe u enjoyin yourjob u seem b gettin well hunnyhop ure oktak care iaollspeak u soonlot lovem xxxx
0,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe teas kiss
0,road cant txt
1,smsservic yourinclus text credit pl goto wwwcomuknet login qxj unsubscrib stop extra charg help comuk cm ae
1,p alfi moon children need song ur mob tell ur ms txt tone chariti nokia poli chariti poli zed profit chariti
0,good even ttyl
0,hmm bit piec lol sigh
0,hahahaus brain dear
0,hey got mail
0,sorri light turn green meant anoth friend want worth may around
0,thank yesterday sir wonder hope enjoy burial mojibiola
1,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care
0,hi mate rv u hav nice hol messag say hello coz havenaot sent u age start drive stay roadsrvx
1,dear voucher holder claim week offer pc pleas go tsc appli stop text txt stop
0,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy messag sent day ago
0,sure result offer
0,good morn dear great success day
1,want anytim network min text new video phone five pound per week call repli deliveri tomorrow
0,sir late pay rent past month pay charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank
1,tri contact offer new video phone anytim network min half price rental camcord call repli deliveri wed
1,last chanc claim ur worth discount voucherstext ye nowsavamobmemb offer mobil cs sub remov txt x stop
0,luv u soo much u donaot understand special u r ring u morrow luv u xxx
0,pl send comprehens mail pay much
0,prashanthettan mother pass away last night pray famili
1,urgent call landlin complimentari ibiza holiday cash await collect sae tc po box sk wp ppm
0,kkwhen go
0,meanwhil shit suit xavier decid give us second warn samantha come play jay guitar impress shit also think doug realiz live anymor
0,stomach thru much trauma swear cannot eat better lose weight
0,officewhat mattermsg nowi call break
0,yeah bare enough room two us x mani fuck shoe sorri man see later
1,today offer claim ur worth discount voucher text ye savamob member offer mobil cs sub unsub repli x
0,u reach orchard alreadi u wan go buy ticket first
0,real babi want bring inner tigress
0,da run activ full version da
0,ah poor babyhop urfeel bettersn luv probthat overdos work hey go care spk u sn lot lovejen xxx
0,stop stori told return say order
1,talk sexi make new friend fall love world discreet text date servic text vip see could meet
0,go take babe
0,hai ana tomarrow come morn decim ill sathi go rto offic repli came home
0,spoon okay
0,say somebodi name tampa
0,work go min
0,brother geniu
0,sorri guess whenev get hold connect mayb hour two text
0,u find time bu coz need sort stuff
0,dude ive see lotta corvett late
1,congratul ur award either yr suppli cd virgin record mysteri gift guarante call tsc wwwsmsconet apm approx min
0,consid wall bunker shit import never play peac guess place high enough matter
1,privat account statement xxxxxx show unredeem point call identifi code expir
1,hello need posh bird chap user trial prod champney put need address dob asap ta r
1,u want xma free text messag new video phone half price line rental call free find
0,well offici philosoph hole u wanna call home readi save
0,go goodno problembut still need littl experi understand american custom voic
0,text drop x
0,ugh long day exhaust want cuddl take nap
0,talk atleast day otherwis miss best friend world shakespear shesil
1,shop till u drop either k k cash travel voucher call ntt po box crbt fixedlin cost ppm mobil vari
0,castor need see someth
1,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr sptyron
1,u secret admir look make contact ufind rreveal think ur specialcal
1,u secret admir look make contact ufind rreveal think ur specialcal stopsm
1,remind download content alreadi paid goto httpdoit mymobi tv collect content
0,see knew give break time woul lead alway want miss curfew gonna gibe til one midnight movi gonna get til need come home need getsleep anyth need b studdi ear train
0,love give massag use lot babi oil fave posit
0,dude go sup
0,yoyyooo u know chang permiss drive mac usb flash drive
0,gibb unsoldmik hussey
0,like talk pa abl dont know
0,dun cut short leh u dun like ah fail quit sad
0,unbeliev faglord
0,wifehow knew time murder exactli
0,ask princess
0,great princess think
0,nutter cutter ctter cttergg cttargg ctargg ctagg ie
0,ok noe ure busi realli bore msg u oso dunno wat colour choos one
